冊別,類型,篇名,來源單元,題號,題目,選項A,選項B,選項C,選項D,選項E,選項F,正確答案,解析,題目卷檔名,答案卷檔名
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",3,"I am so happy that two of my best friends, George and Mary, ______ next month.",get married,will get married,got married,was getting married,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",4,Peace Day ______and it will be a long weekend. Any plans for a family trip?,comes,is coming,came,has come,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",5,"A:Are you and Brian going to have a big dinner together?
B:_____________________","Yes, you will.","Yes, we are.","No, you aren't.","No, we can't.",,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",6,"Karen: Look at the dark clouds. There is going to _______ a storm.
Martha: Let's get into the car and drive home before it comes.
storm暴風雨",have,do,get,be,,,D,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",7,A: I can't hear the music!,"B: I _______ it louder, so you can hear it.",will turn,am go to turn,will going to turn,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",8,Helen was born in the Year of the Dog. Maybe that's why she likes dogs very much. Next Sunday will be,"Helen's sixteenth birthday. Her good friend, Betty, wants a surprise to her. Which may Betty buy for Helen?",Hello Kitty,Snoopy,Mickey Mouse,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",9,A: What will the weather ____ this weekend?,B: Who knows? The weather report says it will rain this weekend.,be,be like,like,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",10,"Mr. Chang: Angel, I hope you'll win the game next time.","Angel: I don't think I can do it, ____________.",and that will be,but I'll try,but I will lose the game,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",11,"Tony: Mom, I'm going swimming.",Mom: ____________.,Are you sure? It's raining outside.,Great. Jogging is good for you.,"Sure, I don't like swimming.",,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",12,A: Excuse me. I need to talk to someone about our hotel room. I am afraid it is too small for four people.,B: That man over there ________you.,will help,going to help,helping,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",13,A: It is so hot in here!,B: I ________ the air conditioner on.,will turn,turn,will be turning,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",14,"We are so excited about our trip to Taiwan next month . We ______ Taipei, Nantou , and Kaohsiung.",visit,are going to visit,will to visit,,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",15,A: Why are you holding a piece of paper in your hand?,B: I ______ a letter to my friends back home in the U.S.A.,wrote,write,will write,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",16,Kevin: Excuse me. Is Mr. Brown in?,"John: Sorry, he's not in. But he ___ back in half an hour.",comes,came,will come,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",17,There ____ a volleyball game next week. It means a lot to our class. We all want to win the game.,will have,has,is going to be,,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",18,____ you ____the museum the day after tomorrow? I'd like to go with you.,Will...going to visit,Are...going to visit,Did...visit,,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",19,"I have $10,000. I ______ a new TV.",will to buy,will going to buy,am going to buy,,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",20,The students ______ the History Museum tomorrow. They are so happy to be there.,will visit,visit,visited,,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",21,It's 8:30. You_____ the 8:50 train.,are going to miss,missed,will be missing,,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",22,"A: What ________ this afternoon?
B: I am going to the movies. Do you want to go with me?",A: Sure! I would love to.,are you going,will you to do,are you going to do,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",23,The sky is dark. It ______ .,rains,will going to rain,is going to rain,,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",24,Don't worry. Next time I _______ it more carefully.,do,will do,did,,,,B,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",25,There______ a new TV program(節目) on Saturday evening.,Would you like to watch it?,has,will have,is going to be,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",26,There ______ a baseball game in our school tomorrow.,will be,will have,is going to have,,,,A,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,"未來式 will, be going to, 包含直述疑問否定","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定",27,3.,takes,took,will take,,,,C,,"英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_題目卷.pdf","英語第三冊_語言學習結構內容_未來式 will, be going to, 包含直述疑問否定_答案卷.pdf"
英語第三冊,語言學習結構內容,頻率副詞及問句（含程度及情狀副詞）,英語第三冊_語言學習結構內容_頻率副詞及問句（含程度及情狀副詞）,1,Tony: How often do you go shopping?,Peggy: ______ I enjoy shopping.,"Oh, I'm sorry.","Oh, very often.","Oh, I shop here.",,,B,,英語第三冊_語言學習結構內容_頻率副詞及問句（含程度及情狀副詞）_題目卷.pdf,英語第三冊_語言學習結構內容_頻率副詞及問句（含程度及情狀副詞）_答案卷.pdf
